source,target,weight
David Fuhry,Aniket Chakrabarti,1
Yong Wu,Yuan Yao 0001,1
Yong Wu,Feng Xu 0007,1
Yong Wu,Jian Lu 0001,1
Yuan Yao 0001,Feng Xu 0007,1
Yuan Yao 0001,Jian Lu 0001,1
Yuan Yao 0001,Jie Tang 0001,1
Feng Xu 0007,Jian Lu 0001,1
Jun-Zhe Wang,Jiun-Long Huang,1
Jiun-Long Huang,Hsu-Chao Lai,1
Jiun-Long Huang,Wen-Yueh Shih,1
Jiun-Long Huang,Yi-Cheng Chen,1
Lingxun Meng,Yan Li,1
Lingxun Meng,Mengyi Liu,1
Lingxun Meng,Peng Shu,1
Yan Li,Mengyi Liu,1
Yan Li,Peng Shu,1
Mengyi Liu,Peng Shu,1
Hongkun Yu,Jingbo Shang,1
Hongkun Yu,Meichun Hsu,1
Hongkun Yu,Malú Castellanos,1
Hongkun Yu,Jiawei Han 0001,1
Jingbo Shang,Meichun Hsu,1
Jingbo Shang,Malú Castellanos,1
Jingbo Shang,Jialu Liu,1
Jingbo Shang,Xiang Ren 0001,1
Jingbo Shang,Taylor Cassidy,1
Jingbo Shang,Clare R. Voss,1
Jingbo Shang,Jiawei Han 0001,2
Meichun Hsu,Malú Castellanos,1
Meichun Hsu,Jiawei Han 0001,1
Malú Castellanos,Jiawei Han 0001,1
Jiawei Han 0001,Tarique Siddiqui,1
Jiawei Han 0001,Aditya G. Parameswaran,1
Jiawei Han 0001,Jialu Liu,1
Jiawei Han 0001,Taylor Cassidy,1
Jiawei Han 0001,Yang Li,1
Jiawei Han 0001,Shulong Tan,1
Jiawei Han 0001,Huan Sun,1
Jiawei Han 0001,Dan Roth,1
Jiawei Han 0001,Aston Zhang,1
Jiawei Han 0001,Amit Goyal,1
Jiawei Han 0001,Yi Chang 0001,1
Jiawei Han 0001,Carl A. Gunter,1
Jiawei Han 0001,Hongbo Deng,1
Jiawei Han 0001,Mengting Wan,1
Jiawei Han 0001,Xiangyu Chen,1
Jiawei Han 0001,Lance M. Kaplan,1
Jiawei Han 0001,Meng Jiang 0001,1
Jiawei Han 0001,Chao Zhang 0014,1
Jiawei Han 0001,Keyang Zhang,1
Jiawei Han 0001,Quan Yuan 0001,1
Jiawei Han 0001,Luming Zhang,1
Jiawei Han 0001,Tim Hanratty,1
Jiawei Han 0001,Xiang Ren 0001,3
Jiawei Han 0001,Wenqi He,1
Jiawei Han 0001,Meng Qu,1
Jiawei Han 0001,Clare R. Voss,2
Jiawei Han 0001,Heng Ji,1
Jiawei Han 0001,Qi Li 0012,1
Jiawei Han 0001,Bo Zhao 0001,2
Jiawei Han 0001,Isaac Jones,1
Jiawei Han 0001,Ran Wang,1
Hossein Hamooni,Biplob Debnath,1
Hossein Hamooni,Jianwu Xu,1
Hossein Hamooni,Hui Zhang 0002,1
Hossein Hamooni,Guofei Jiang,1
Hossein Hamooni,Abdullah Mueen,1
Biplob Debnath,Jianwu Xu,1
Biplob Debnath,Hui Zhang 0002,1
Biplob Debnath,Guofei Jiang,1
Biplob Debnath,Abdullah Mueen,1
Jianwu Xu,Abdullah Mueen,1
Jianwu Xu,Ke Zhang 0013,1
Jianwu Xu,Martin Renqiang Min,1
Jianwu Xu,Guofei Jiang,2
Jianwu Xu,Konstantinos Pelechrinis,1
Jianwu Xu,Hui Zhang 0002,2
Hui Zhang 0002,Abdullah Mueen,1
Hui Zhang 0002,Ke Zhang 0013,1
Hui Zhang 0002,Martin Renqiang Min,1
Hui Zhang 0002,Guofei Jiang,2
Hui Zhang 0002,Konstantinos Pelechrinis,1
Guofei Jiang,Abdullah Mueen,1
Guofei Jiang,Wei Cheng 0002,1
Guofei Jiang,Wei Wang 0010,1
Guofei Jiang,Kai Zhang 0001,2
Guofei Jiang,Shandian Zhe,1
Guofei Jiang,Chaoran Cheng,1
Guofei Jiang,Zhi Wei,1
Guofei Jiang,Zhengzhang Chen,2
Guofei Jiang,Haifeng Chen,2
Guofei Jiang,Yuan Qi 0001,1
Guofei Jiang,Jieping Ye,1
Guofei Jiang,Ke Zhang 0013,1
Guofei Jiang,Martin Renqiang Min,1
Guofei Jiang,Konstantinos Pelechrinis,1
Hancheng Ge,Nan Zhang,1
Navid Rekabsaz,Guido Zuccon,1
Vladimir Ufimtsev,Soumya Sarkar,1
Vladimir Ufimtsev,Sanjukta Bhowmick,1
Soumya Sarkar,Sanjukta Bhowmick,1
Haixing Huang,Jinghe Song,1
Haixing Huang,Xuelian Lin,1
Haixing Huang,Shuai Ma 0001,1
Haixing Huang,Jinpeng Huai,1
Jinghe Song,Xuelian Lin,1
Jinghe Song,Shuai Ma 0001,1
Jinghe Song,Jinpeng Huai,1
Xuelian Lin,Shuai Ma 0001,1
Xuelian Lin,Jinpeng Huai,1
Shuai Ma 0001,Jinpeng Huai,1
Daokun Zhang,Xingquan Zhu,1
Erik Ordentlich,Lee Yang,1
Erik Ordentlich,Andy Feng,1
Erik Ordentlich,Peter Cnudde,1
Erik Ordentlich,Mihajlo Grbovic,1
Erik Ordentlich,Nemanja Djuric,1
Erik Ordentlich,Vladan Radosavljevic,1
Erik Ordentlich,Gavin Owens,1
Lee Yang,Andy Feng,1
Lee Yang,Peter Cnudde,1
Lee Yang,Mihajlo Grbovic,1
Lee Yang,Nemanja Djuric,1
Lee Yang,Vladan Radosavljevic,1
Lee Yang,Gavin Owens,1
Andy Feng,Peter Cnudde,1
Andy Feng,Mihajlo Grbovic,1
Andy Feng,Nemanja Djuric,1
Andy Feng,Vladan Radosavljevic,1
Andy Feng,Gavin Owens,1
Peter Cnudde,Mihajlo Grbovic,1
Peter Cnudde,Nemanja Djuric,1
Peter Cnudde,Vladan Radosavljevic,1
Peter Cnudde,Gavin Owens,1
Mihajlo Grbovic,Nemanja Djuric,1
Mihajlo Grbovic,Vladan Radosavljevic,1
Mihajlo Grbovic,Gavin Owens,1
Nemanja Djuric,Vladan Radosavljevic,1
Nemanja Djuric,Gavin Owens,1
Vladan Radosavljevic,Gavin Owens,1
Aritra Ghosh 0001,Dinesh Gaurav,1
Aritra Ghosh 0001,Rahul Agrawal,1
Dinesh Gaurav,Rahul Agrawal,1
Takanori Hayashi 0002,Ken-ichi Kawarabayashi,1
Mehdi Sadri,Sharad Mehrotra,1
Mehdi Sadri,Yaming Yu,1
Sharad Mehrotra,Yaming Yu,1
Prasad Cheema,Nguyen Lu Dang Khoa,1
Prasad Cheema,Mehrisadat Makki Alamdari,1
Prasad Cheema,Yang Wang 0002,1
Prasad Cheema,Peter Runcie,1
Nguyen Lu Dang Khoa,Mehrisadat Makki Alamdari,1
Nguyen Lu Dang Khoa,Yang Wang 0002,1
Nguyen Lu Dang Khoa,Peter Runcie,1
Mehrisadat Makki Alamdari,Yang Wang 0002,1
Mehrisadat Makki Alamdari,Peter Runcie,1
Yang Wang 0002,Peter Runcie,1
Giovanni Da San Martino,Alberto Barrón-Cedeño,1
Giovanni Da San Martino,Salvatore Romeo,1
Giovanni Da San Martino,Antonio Uva 0001,1
Giovanni Da San Martino,Alessandro Moschitti,1
Alberto Barrón-Cedeño,Salvatore Romeo,1
Alberto Barrón-Cedeño,Antonio Uva 0001,1
Alberto Barrón-Cedeño,Alessandro Moschitti,1
Salvatore Romeo,Antonio Uva 0001,1
Salvatore Romeo,Alessandro Moschitti,1
Antonio Uva 0001,Alessandro Moschitti,1
Alessandro Moschitti,Kateryna Tymoshenko,1
Alessandro Moschitti,Daniele Bonadiman,1
Tianyi Lin,Siyuan Zhang,1
Tianyi Lin,Hong Cheng 0001,1
Siyuan Zhang,Hong Cheng 0001,1
Hong Cheng 0001,Hao Zhang,1
Hong Cheng 0001,Yuanyuan Zhu,1
Hong Cheng 0001,Lu Qin,1
Hong Cheng 0001,Jeffrey Xu Yu,1
Ninh Pham,Rasmus Pagh,1
Martin Tutek,Goran Glavas,1
Martin Tutek,Jan Snajder,1
Martin Tutek,Natasa Milic-Frayling,1
Martin Tutek,Bojana Dalbelo Basic,1
Goran Glavas,Jan Snajder,1
Goran Glavas,Natasa Milic-Frayling,1
Goran Glavas,Bojana Dalbelo Basic,1
Jan Snajder,Natasa Milic-Frayling,1
Jan Snajder,Bojana Dalbelo Basic,1
Natasa Milic-Frayling,Bojana Dalbelo Basic,1
Justin Sampson,Liang Wu 0006,1
Stefan Heindorf,Martin Potthast,1
Stefan Heindorf,Gregor Engels,1
Martin Potthast,Gregor Engels,1
Chunkai Wang,Xiaofeng Meng 0001,1
Chunkai Wang,Qi Guo 0001,1
Chunkai Wang,Zujian Weng,1
Chunkai Wang,Chen Yang 0009,1
Xiaofeng Meng 0001,Qi Guo 0001,1
Xiaofeng Meng 0001,Zujian Weng,1
Xiaofeng Meng 0001,Chen Yang 0009,1
Qi Guo 0001,Zujian Weng,1
Qi Guo 0001,Chen Yang 0009,1
Zujian Weng,Chen Yang 0009,1
Yusra Ibrahim,Mirek Riedewald,1
Yu Rong,Qiankun Zhu,1
Yu Rong,Hong Cheng,1
Qiankun Zhu,Hong Cheng,1
Yu Liu,Baojian Zhou,1
Yu Liu,Feng Chen 0001,1
Yu Liu,David W. Cheung,1
Baojian Zhou,Feng Chen 0001,1
Baojian Zhou,David W. Cheung,1
Feng Chen 0001,David W. Cheung,1
Feng Chen 0001,Liang Zhao 0002,1
Feng Chen 0001,Jieping Ye,1
Dhruv Mahajan 0001,Vishwajit Kolathur,1
Dhruv Mahajan 0001,Chetan Bansal,1
Dhruv Mahajan 0001,Suresh Parthasarathy,1
Dhruv Mahajan 0001,Sundararajan Sellamanickam,1
Dhruv Mahajan 0001,S. Sathiya Keerthi,1
Dhruv Mahajan 0001,Johannes Gehrke,1
Vishwajit Kolathur,Chetan Bansal,1
Vishwajit Kolathur,Suresh Parthasarathy,1
Vishwajit Kolathur,Sundararajan Sellamanickam,1
Vishwajit Kolathur,S. Sathiya Keerthi,1
Vishwajit Kolathur,Johannes Gehrke,1
Chetan Bansal,Suresh Parthasarathy,1
Chetan Bansal,Sundararajan Sellamanickam,1
Chetan Bansal,S. Sathiya Keerthi,1
Chetan Bansal,Johannes Gehrke,1
Suresh Parthasarathy,Sundararajan Sellamanickam,1
Suresh Parthasarathy,S. Sathiya Keerthi,1
Suresh Parthasarathy,Johannes Gehrke,1
Sundararajan Sellamanickam,S. Sathiya Keerthi,1
Sundararajan Sellamanickam,Johannes Gehrke,1
S. Sathiya Keerthi,Johannes Gehrke,1
Rodrigo M. Silva,Guilherme de Castro Mendes Gomes,1
Rodrigo M. Silva,Mário S. Alvim,1
Rodrigo M. Silva,Marcos André Gonçalves,1
Guilherme de Castro Mendes Gomes,Mário S. Alvim,1
Guilherme de Castro Mendes Gomes,Marcos André Gonçalves,1
Mário S. Alvim,Marcos André Gonçalves,1
Marcos André Gonçalves,Daniel Xavier de Sousa,1
Marcos André Gonçalves,Sérgio Daniel Canuto,1
Marcos André Gonçalves,Thierson Couto Rosa,1
Marcos André Gonçalves,Wellington Santos Martins,1
Qi Guo,Yang Song 0008,2
Kateryna Tymoshenko,Daniele Bonadiman,1
Sebastian Link,Henri Prade,1
Sebastian Link,Henning Köhler,1
Hengtong Zhang,Qi Li 0012,1
Hengtong Zhang,Fenglong Ma,1
Hengtong Zhang,Houping Xiao,1
Hengtong Zhang,Lu Su,1
Qi Li 0012,Houping Xiao,2
Qi Li 0012,Fenglong Ma,2
Qi Li 0012,Lu Su,2
Qi Li 0012,Yunlong Feng,1
Qi Li 0012,Aidong Zhang,1
Qi Li 0012,Bo Zhao 0001,1
Fenglong Ma,Houping Xiao,2
Fenglong Ma,Lu Su,2
Fenglong Ma,Yunlong Feng,1
Fenglong Ma,Aidong Zhang,1
Houping Xiao,Zhaoran Wang,1
Houping Xiao,Shiyu Wang,1
Houping Xiao,Han Liu 0001,1
Houping Xiao,Lu Su,3
Houping Xiao,Yunlong Feng,1
Houping Xiao,Aidong Zhang,1
Lu Su,Zhaoran Wang,1
Lu Su,Shiyu Wang,1
Lu Su,Han Liu 0001,1
Lu Su,Yunlong Feng,1
Lu Su,Aidong Zhang,1
Romain Deveaud,Josiane Mothe,1
Romain Deveaud,Jian-Yun Nie,1
Josiane Mothe,Jian-Yun Nie,1
Qirong Ho,Wenqing Lin,1
Qirong Ho,Eran Shaham,1
Qirong Ho,Shonali Krishnaswamy,1
Qirong Ho,The Anh Dang,1
Qirong Ho,Jingxuan Wang,1
Qirong Ho,Isabel Choo Zhongyan,1
Qirong Ho,Amy She-Nash,1
Qirong Ho,Yinyan Tan,1
Qirong Ho,Zhe Fan,1
Qirong Ho,Guilin Li,1
Qirong Ho,Fangshan Wang,1
Qirong Ho,Zhengbing Li,1
Qirong Ho,Shikai Liu,1
Qirong Ho,Qiuling Pan,1
Qirong Ho,Eric P. Xing,1
Wenqing Lin,Eran Shaham,1
Wenqing Lin,Shonali Krishnaswamy,1
Wenqing Lin,The Anh Dang,1
Wenqing Lin,Jingxuan Wang,1
Wenqing Lin,Isabel Choo Zhongyan,1
Wenqing Lin,Amy She-Nash,1
Eran Shaham,Shonali Krishnaswamy,1
Eran Shaham,The Anh Dang,1
Eran Shaham,Jingxuan Wang,1
Eran Shaham,Isabel Choo Zhongyan,1
Eran Shaham,Amy She-Nash,1
Shonali Krishnaswamy,The Anh Dang,1
Shonali Krishnaswamy,Jingxuan Wang,1
Shonali Krishnaswamy,Isabel Choo Zhongyan,1
Shonali Krishnaswamy,Amy She-Nash,1
The Anh Dang,Jingxuan Wang,1
The Anh Dang,Isabel Choo Zhongyan,1
The Anh Dang,Amy She-Nash,1
Jingxuan Wang,Isabel Choo Zhongyan,1
Jingxuan Wang,Amy She-Nash,1
Isabel Choo Zhongyan,Amy She-Nash,1
Dejun Huang,Dhruv Gairola,1
Dejun Huang,Yu Huang,1
Dejun Huang,Zheng Zheng,1
Dejun Huang,Fei Chiang,1
Dhruv Gairola,Yu Huang,1
Dhruv Gairola,Zheng Zheng,1
Dhruv Gairola,Fei Chiang,1
Yu Huang,Zheng Zheng,1
Yu Huang,Fei Chiang,1
Zheng Zheng,Fei Chiang,1
Mehdi Kargar,Lukasz Golab,1
Mehdi Kargar,Jaroslaw Szlichta,1
Lukasz Golab,Jaroslaw Szlichta,1
Bei Shi,Lidong Bing,1
Bei Shi,Yinqing Xu,1
Bei Shi,Wai Lam,2
Wai Lam,Lidong Bing,1
Wai Lam,Yinqing Xu,1
Lidong Bing,Yinqing Xu,1
Jiwei Tan,Jianguo Xiao,1
Shuguang Han,Xing Yi,1
Shuguang Han,Zhen Yue,1
Shuguang Han,Zhigeng Geng,1
Shuguang Han,Alyssa Glass,1
Xing Yi,Zhen Yue,1
Xing Yi,Zhigeng Geng,1
Xing Yi,Alyssa Glass,1
Zhen Yue,Zhigeng Geng,1
Zhen Yue,Alyssa Glass,1
Zhigeng Geng,Alyssa Glass,1
Hao Zhuang,Rameez Rahman,1
Hao Zhuang,Xia Hu,1
Hao Zhuang,Tian Guo 0002,1
Hao Zhuang,Pan Hui,1
Hao Zhuang,Karl Aberer,1
Rameez Rahman,Xia Hu,1
Rameez Rahman,Tian Guo 0002,1
Rameez Rahman,Pan Hui,1
Rameez Rahman,Karl Aberer,1
Xia Hu,Tian Guo 0002,1
Xia Hu,Pan Hui,1
Xia Hu,Karl Aberer,1
Xia Hu,Pritam Gundecha,1
Xia Hu,Jinxue Zhang,1
Xia Hu,Yanchao Zhang,1
Xia Hu,Suhas Ranganath,1
Tian Guo 0002,Pan Hui,1
Tian Guo 0002,Karl Aberer,1
Pan Hui,Karl Aberer,1
Karl Aberer,Felix Rauchenstein,1
Karl Aberer,Hông-Ân Cao,3
Karl Aberer,Tri Kurniawan Wijaya,3
Karl Aberer,Nuno Nunes 0001,3
Namyong Park,Byungsoo Jeon,1
Namyong Park,Jungwoo Lee,1
Byungsoo Jeon,Jungwoo Lee,1
Miao Li,Lisi Chen,1
Miao Li,Yu Gu 0002,1
Miao Li,Ge Yu 0001,1
Lisi Chen,Yu Gu 0002,1
Lisi Chen,Ge Yu 0001,1
Yu Gu 0002,Ge Yu 0001,1
Jie Tang 0001,Keke Cai,1
Jie Tang 0001,Zhong Su,1
Jie Tang 0001,Michalis Vazirgiannis,1
Jie Tang 0001,Yang Yang 0009,1
Jie Tang 0001,Jiezhong Qiu,1
Jie Tang 0001,Yixuan Li,1
Jie Tang 0001,Zheng Lu,1
Jie Tang 0001,Hao Ye,1
Jie Tang 0001,Bo Chen,1
Jie Tang 0001,Qiang Yang 0001,1
Jie Tang 0001,John E. Hopcroft,1
Jie Tang 0001,Yuan Yuan,1
Jie Tang 0001,Chun-Ta Lu,1
Keke Cai,Zhong Su,1
Keke Cai,Michalis Vazirgiannis,1
Keke Cai,Yang Yang 0009,1
Zhong Su,Michalis Vazirgiannis,1
Zhong Su,Yang Yang 0009,1
Michalis Vazirgiannis,Yang Yang 0009,1
Rami Suleiman Alkhawaldeh,Joemon M. Jose,1
Rami Suleiman Alkhawaldeh,Deepak P 0001,1
Joemon M. Jose,Deepak P 0001,1
Joemon M. Jose,Fajie Yuan,1
Joemon M. Jose,Guibing Guo,1
Joemon M. Jose,Long Chen 0008,1
Joemon M. Jose,Haitao Yu 0003,1
Jaspreet Singh,Johannes Hoffart,1
Hua Wei 0001,Yuandong Wang,1
Hua Wei 0001,Tianyu Wo,1
Hua Wei 0001,Yaxiao Liu,1
Hua Wei 0001,Jie Xu 0007,1
Yuandong Wang,Tianyu Wo,1
Yuandong Wang,Yaxiao Liu,1
Yuandong Wang,Jie Xu 0007,1
Tianyu Wo,Yaxiao Liu,1
Tianyu Wo,Jie Xu 0007,1
Yaxiao Liu,Jie Xu 0007,1
Stephan Seufert,Klaus Berberich,1
Stephan Seufert,Srikanta J. Bedathur,1
Stephan Seufert,Sarath Kumar Kondreddi,1
Stephan Seufert,Patrick Ernst,1
Klaus Berberich,Srikanta J. Bedathur,1
Klaus Berberich,Sarath Kumar Kondreddi,1
Klaus Berberich,Patrick Ernst,1
Klaus Berberich,Arunav Mishra,1
Srikanta J. Bedathur,Sarath Kumar Kondreddi,1
Srikanta J. Bedathur,Patrick Ernst,1
Sarath Kumar Kondreddi,Patrick Ernst,1
Shivakant Mishra,Qin Lv,1
Shivakant Mishra,Richard Han,1
Shivakant Mishra,Jeremy Blackburn,1
Qin Lv,Richard Han,1
Qin Lv,Jeremy Blackburn,1
Richard Han,Jeremy Blackburn,1
Ramakrishna B. Bairi,Raghavendra Udupa,1
Ramakrishna B. Bairi,Ganesh Ramakrishnan,2
Raghavendra Udupa,Ganesh Ramakrishnan,1
Raíza Hanada,Maria da Graça Campos Pimentel,1
Raíza Hanada,Fernando Anglada Lores,1
Maria da Graça Campos Pimentel,Fernando Anglada Lores,1
Kewei Cheng,Jundong Li,1
Jinfeng Rao,Hua He,1
Yunlong He,Hua Ouyang,1
Yunlong He,Changsung Kang,1
Yunlong He,Dawei Yin,1
Yunlong He,Liangda Li,1
Yunlong He,Hongbo Deng,1
Yunlong He,Anlei Dong,1
Yunlong He,Yi Chang 0001,2
Yunlong He,Hongyuan Zha,1
Hua Ouyang,Dawei Yin,2
Hua Ouyang,Yuening Hu,1
Hua Ouyang,Tim Daly Jr.,1
Hua Ouyang,Mianwei Zhou,1
Hua Ouyang,Jianhui Chen,1
Hua Ouyang,Changsung Kang,2
Hua Ouyang,Hongbo Deng,1
Hua Ouyang,Chikashi Nobata,1
Hua Ouyang,Jean-Marc Langlois,1
Hua Ouyang,Yi Chang 0001,2
Changsung Kang,Dawei Yin,2
Changsung Kang,Yuening Hu,1
Changsung Kang,Tim Daly Jr.,1
Changsung Kang,Mianwei Zhou,1
Changsung Kang,Jianhui Chen,1
Changsung Kang,Hongbo Deng,1
Changsung Kang,Chikashi Nobata,1
Changsung Kang,Jean-Marc Langlois,1
Changsung Kang,Yi Chang 0001,2
Dawei Yin,Shiyu Chang,1
Dawei Yin,Yang Zhang 0001,1
Dawei Yin,Mark A. Hasegawa-Johnson,1
Dawei Yin,Thomas S. Huang,1
Dawei Yin,Yuening Hu,1
Dawei Yin,Tim Daly Jr.,1
Dawei Yin,Mianwei Zhou,1
Dawei Yin,Jianhui Chen,1
Dawei Yin,Hongbo Deng,1
Dawei Yin,Chikashi Nobata,1
Dawei Yin,Jean-Marc Langlois,1
Dawei Yin,Yi Chang 0001,3
Yi Chang 0001,Liangda Li,1
Yi Chang 0001,Anlei Dong,1
Yi Chang 0001,Hongyuan Zha,1
Yi Chang 0001,Joel R. Tetreault,1
Yi Chang 0001,Achint Thomas,1
Yi Chang 0001,Yashar Mehdad,1
Yi Chang 0001,Aston Zhang,1
Yi Chang 0001,Amit Goyal,1
Yi Chang 0001,Carl A. Gunter,1
Yi Chang 0001,Shiyu Chang,1
Yi Chang 0001,Yang Zhang 0001,1
Yi Chang 0001,Mark A. Hasegawa-Johnson,1
Yi Chang 0001,Thomas S. Huang,1
Yi Chang 0001,Yuening Hu,1
Yi Chang 0001,Tim Daly Jr.,1
Yi Chang 0001,Jianhui Chen,1
Yi Chang 0001,Hongbo Deng,3
Yi Chang 0001,Chikashi Nobata,2
Yi Chang 0001,Jean-Marc Langlois,1
Yi Chang 0001,Jingyuan Zhang,1
Yi Chang 0001,Chun-Ta Lu,1
Yi Chang 0001,Mianwei Zhou,2
Han-Ching Ou,Chung-Kuang Chou,1
Han-Ching Ou,Ming-Syan Chen,1
Chung-Kuang Chou,Ming-Syan Chen,1
Ming-Syan Chen,Chi-Chun Lin,1
Ming-Syan Chen,Kun-Ta Chuang,1
Ming-Syan Chen,Wush Chi-Hsuan Wu,1
Ming-Syan Chen,Yi-Feng Lan,1
Ming-Syan Chen,Hui-Ju Hung,1
Ming-Syan Chen,Hong-Han Shuai,2
Ming-Syan Chen,De-Nian Yang,2
Ming-Syan Chen,Liang-Hao Huang,1
Ming-Syan Chen,Wang-Chien Lee,2
Ming-Syan Chen,Chun-Chieh Chen,1
Ming-Syan Chen,Chih-Ya Shen,2
Hamed R. Bonab,Fazli Can,1
Swapnil Mishra,Marian-Andrei Rizoiu,1
Tarique Siddiqui,Xiang Ren 0001,1
Tarique Siddiqui,Aditya G. Parameswaran,1
Xiang Ren 0001,Aditya G. Parameswaran,1
Xiang Ren 0001,Jialu Liu,1
Xiang Ren 0001,Taylor Cassidy,1
Xiang Ren 0001,Wenqi He,1
Xiang Ren 0001,Meng Qu,1
Xiang Ren 0001,Clare R. Voss,2
Xiang Ren 0001,Heng Ji,1
Aditya G. Parameswaran,Yihan Gao,1
Xidao Wen,Konstantinos Pelechrinis,1
Konstantinos Pelechrinis,Martin Renqiang Min,1
Konstantinos Pelechrinis,Ke Zhang 0013,2
Cheng Li 0012,Paul Resnick,1
Cheng Li 0012,Qiaozhu Mei,1
Paul Resnick,Qiaozhu Mei,1
Qiaozhu Mei,Jian Tang 0005,1
Qiaozhu Mei,Jingzhou Liu,1
Qiaozhu Mei,Ming Zhang 0004,1
Qiaozhu Mei,Huoran Li,1
Qiaozhu Mei,Wei Ai,1
Qiaozhu Mei,Xuanzhe Liu,1
Qiaozhu Mei,Jian Tang,1
Qiaozhu Mei,Gang Huang 0001,1
Qiaozhu Mei,Feng Feng 0001,1
Anastasia Giachanou,Ida Mele,1
Daniel Xavier de Sousa,Sérgio Daniel Canuto,1
Daniel Xavier de Sousa,Thierson Couto Rosa,1
Daniel Xavier de Sousa,Wellington Santos Martins,1
Sérgio Daniel Canuto,Thierson Couto Rosa,1
Sérgio Daniel Canuto,Wellington Santos Martins,1
Thierson Couto Rosa,Wellington Santos Martins,1
Shubhra Kanti Karmaker Santu,Parikshit Sondhi,1
Jiaxin Jiang,Peipei Yi,1
Jiaxin Jiang,Byron Choi,1
Jiaxin Jiang,Zhiwei Zhang,1
Jiaxin Jiang,Xiaohui Yu 0001,1
Peipei Yi,Byron Choi,1
Peipei Yi,Zhiwei Zhang,1
Peipei Yi,Xiaohui Yu 0001,1
Byron Choi,Zhiwei Zhang,1
Byron Choi,Xiaohui Yu 0001,1
Zhiwei Zhang,Xiaohui Yu 0001,1
Jinjin Guo,Zhiguo Gong,1
Adam Jatowt,Daisuke Kawai,1
Adam Jatowt,Yating Zhang,2
Adam Jatowt,Katsumi Tanaka,3
Daisuke Kawai,Katsumi Tanaka,1
Katsumi Tanaka,Yating Zhang,2
Or Levi,Fiana Raiber,1
Or Levi,Ido Guy,1
Fiana Raiber,Ido Guy,1
Ido Guy,Elad Kravi,1
Ido Guy,Avihai Mejer,1
Ido Guy,David Carmel,1
Ido Guy,Dan Pelleg,1
Ido Guy,Gilad Tsur,1
Fajie Yuan,Guibing Guo,1
Fajie Yuan,Long Chen 0008,1
Fajie Yuan,Haitao Yu 0003,1
Guibing Guo,Long Chen 0008,1
Guibing Guo,Haitao Yu 0003,1
Long Chen 0008,Haitao Yu 0003,1
Joseph St. Amand,Jun Huan,1
Jun Huan,Xiaoli Li 0013,1
Wendi Ji,Xiaoling Wang,1
Wendi Ji,Dell Zhang,1
Xiaoling Wang,Dell Zhang,1
Xuyun Zhang,Christopher Leckie,1
Xuyun Zhang,Wanchun Dou,1
Xuyun Zhang,Jinjun Chen,1
Xuyun Zhang,Zoran Salcic,1
Christopher Leckie,Wanchun Dou,1
Christopher Leckie,Jinjun Chen,1
Christopher Leckie,Zoran Salcic,1
Christopher Leckie,Xiaoting Wang,1
Christopher Leckie,Jeffrey Chan,1
Christopher Leckie,Kwan Hui Lim 0001,1
Christopher Leckie,Tharshan Vaithianathan,1
Wanchun Dou,Jinjun Chen,1
Wanchun Dou,Zoran Salcic,1
Jinjun Chen,Zoran Salcic,1
Daichi Imamori,Keishi Tajima,1
Guangyuan Piao,John G. Breslin,1
Tao Li 0001,Wubai Zhou,1
Tao Li 0001,Qifeng Zhou,1
Tao Li 0001,Dingding Wang 0001,1
Tao Li 0001,Jia Xu 0003,1
Tao Li 0001,Yue Huang,1
Tao Li 0001,Minjing Zhang,1
Tao Li 0001,Steven Luis,1
Tao Li 0001,Shu-Ching Chen,1
Tao Li 0001,Naphtali Rishe,1
Tao Li 0001,Shekoofeh Mokhtari,1
Tao Li 0001,Chunqiu Zeng,3
Tao Li 0001,Qing Wang 0016,3
Tao Li 0001,Wentao Wang 0006,2
Tao Li 0001,Larisa Shwartz,1
Wubai Zhou,Chunqiu Zeng,1
Wubai Zhou,Qing Wang 0016,1
Wubai Zhou,Qifeng Zhou,1
Wubai Zhou,Dingding Wang 0001,1
Wubai Zhou,Jia Xu 0003,1
Wubai Zhou,Yue Huang,1
Wubai Zhou,Wentao Wang 0006,1
Wubai Zhou,Minjing Zhang,1
Wubai Zhou,Steven Luis,1
Wubai Zhou,Shu-Ching Chen,1
Wubai Zhou,Naphtali Rishe,1
Chunqiu Zeng,Qifeng Zhou,1
Chunqiu Zeng,Dingding Wang 0001,1
Chunqiu Zeng,Jia Xu 0003,1
Chunqiu Zeng,Yue Huang,1
Chunqiu Zeng,Minjing Zhang,1
Chunqiu Zeng,Steven Luis,1
Chunqiu Zeng,Shu-Ching Chen,1
Chunqiu Zeng,Naphtali Rishe,1
Chunqiu Zeng,Shekoofeh Mokhtari,1
Chunqiu Zeng,Qing Wang 0016,3
Chunqiu Zeng,Wentao Wang 0006,2
Chunqiu Zeng,Larisa Shwartz,1
Qing Wang 0016,Qifeng Zhou,1
Qing Wang 0016,Dingding Wang 0001,1
Qing Wang 0016,Jia Xu 0003,1
Qing Wang 0016,Yue Huang,1
Qing Wang 0016,Minjing Zhang,1
Qing Wang 0016,Steven Luis,1
Qing Wang 0016,Shu-Ching Chen,1
Qing Wang 0016,Naphtali Rishe,1
Qing Wang 0016,Shekoofeh Mokhtari,1
Qing Wang 0016,Wentao Wang 0006,2
Qing Wang 0016,Larisa Shwartz,1
Qifeng Zhou,Dingding Wang 0001,1
Qifeng Zhou,Jia Xu 0003,1
